aggregate_profile_corr,cluster_counts,cluster_recovery_ari,cluster_recovery_nmi,component_corr_day_hour,component_corr_day_interaction,component_corr_global_day,component_corr_global_hour,component_corr_global_interaction,component_corr_hour_interaction,day_center_abs_mean,empirical_cluster_silhouette_in_component_space,hour_center_abs_mean,interaction_day_marginal_abs_mean,interaction_hour_marginal_abs_mean,n_clusters,n_series,n_valid_series,profile_corr_mean,profile_corr_median,seed,variant
0.5736429144949,"[31, 9, 50, 10]",0.014662938159754826,0.12027545477278276,-0.0013002000727384976,0.8455235529653167,0.0031549860512821624,0.4575272099202436,-0.0005954186456731621,0.10393456411557213,0.3340432941913605,-0.06205364653144958,0.0029177216347306967,0.08733580261468887,0.08733580261468887,4,100,100,0.4613126119310879,0.49040300012747035,17,output_decomp_no_center
0.23658894582930007,"[31, 9, 50, 10]",0.0033274507393524703,0.047184799346939005,-3.546592648194066e-13,-1.821380905366097e-09,7.779725208109102e-09,1.9784520803376585e-07,-5.140904973032239e-10,3.6521603732417757e-07,5.2899120639438024e-09,-0.04336353850676636,2.893308703733055e-08,2.3143973404415874e-09,1.5978402628791244e-11,4,100,100,0.2267754633482198,0.23602108767746663,17,output_decomp_centered
